IE_NAME|IE_ACTIVE|IC_GROUP0|IC_GROUP1|IC_GROUP2
LEDeffect КЕДР ССП ЕХ 200|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
LEDeffect ЖЕЛУДЬ|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
LEDeffect ШТРИХ 5|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect ШТРИХ 10|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect ШТРИХ 15|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect ШТРИХ 20|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect ШТРИХ ОПТИК 3|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect ШТРИХ ОПТИК 6|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect ШТРИХ ОПТИК 9|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect ШТРИХ ОПТИК 12|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect ШТРИХ ОПТИК 15|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect ШТРИХ ОПТИК 18|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect АРХИТЕКТОР 13|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect АРХИТЕКТОР 19|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect АРХИТЕКТОР 25|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect АРХИТЕКТОР СЛИМ 13|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect АРХИТЕКТОР СЛИМ 19|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect АРХИТЕКТОР СЛИМ 25|Y|Архитектурное освещение|Линейные прожекторы|
LEDeffect АРХИТЕКТОР RGBW 20|Y|Архитектурное освещение|RGB прожекторы|
LEDeffect АРХИТЕКТОР RGBW 30|Y|Архитектурное освещение|RGB прожекторы|
LEDeffect АРХИТЕКТОР RGBW 40|Y|Архитектурное освещение|RGB прожекторы|
LEDeffect КУБИК 10|Y|Архитектурное освещение|Односторонние прожекторы|
LEDeffect КУБИК 20|Y|Архитектурное освещение||
LEDeffect КУБИК RGBW 10|Y|Архитектурное освещение|RGB прожекторы|
LEDeffect КУБИК RGBW 20|Y|Архитектурное освещение|RGB прожекторы|
LEDeffect ОПТИМА МОСТ 16|Y|Архитектурное освещение||
LEDeffect ПРОЖЕКТОР 25|Y|Архитектурное освещение|Архитекурные прожекторы|
LEDeffect ПРОЖЕКТОР 50|Y|Архитектурное освещение|Архитекурные прожекторы|
LEDeffect ПРОЖЕКТОР 70|Y|Архитектурное освещение|Архитекурные прожекторы|
LEDeffect ПРОЖЕКТОР 100|Y|Архитектурное освещение|Архитекурные прожекторы|
LEDeffect ПРОЖЕКТОР 150|Y|Архитектурное освещение|Архитекурные прожекторы|
LEDeffect ПРОЖЕКТОР RGBW 25|Y|Архитектурное освещение|RGB прожекторы|
LEDeffect ПРОЖЕКТОР RGBW 50|Y|Архитектурное освещение|RGB прожекторы|
LEDeffect ПРОЖЕКТОР RGBW 70|Y|Архитектурное освещение|RGB прожекторы|
LEDeffect ПРОЖЕКТОР RGBW 100|Y|Архитектурное освещение|RGB прожекторы|
LEDeffect ПРОЖЕКТОР RGBW 150|Y|Архитектурное освещение|RGB прожекторы|
РИТЕЙЛ (ПОДВЕСНОЙ) 20 500мм|Y|Торговое освещение|Линейные светильники|
РИТЕЙЛ (ПОДВЕСНОЙ) 40 1000мм|Y|Торговое освещение|Линейные светильники|
РИТЕЙЛ (ПОДВЕСНОЙ) 55 1450мм|Y|Торговое освещение|Линейные светильники|
РИТЕЙЛ ЛАЙТ 1450мм|Y|Торговое освещение|Линейные светильники|
LEDeffect РИТЕЙЛ ЛАЙТ 40 1450мм|Y|Торговое освещение|Линейные светильники|
Technolux TLHB01 41W|Y|Промышленное освещение|Подвесные и накладные|
Technolux TLHB02 65W|Y|Промышленное освещение|Подвесные и накладные|
Technolux TLHB03 85W|Y|Промышленное освещение|Подвесные и накладные|
LEDeffect РИТЕЙЛ АКЦЕНТ 65 1700мм|Y|Торговое освещение|Линейные светильники|
Technolux TLHB04 100W|Y|Промышленное освещение|Подвесные и накладные|
РИТЕЙЛ ОПТИК 28 600мм|Y|Торговое освещение|Линейные светильники|
РИТЕЙЛ ОПТИК 40 900мм|Y|Торговое освещение|Линейные светильники|
LEDeffect РИТЕЙЛ ОПТИК 55 1200мм|Y|Торговое освещение|Линейные светильники|
Technolux TLGM06|Y|Торговое освещение|Линейные светильники|
Technolux TLGS06 33W БАП|Y|Торговое освещение|Линейные светильники|
Technolux TLGS08 45W|Y|Торговое освещение|Линейные светильники|
Technolux TLGS06 30W|Y|Торговое освещение|Линейные светильники|
АСТЗ ДВО20-10-001 DLD 840|Y|Торговое освещение|Даунлайты (Downlight)|Круглые светильники Downlight
АСТЗ ДВО20-18-001 DLD 840|Y|Торговое освещение|Даунлайты (Downlight)|Круглые светильники Downlight
АСТЗ ДВО20-25-001 DLD 840|Y|Торговое освещение|Даунлайты (Downlight)|Круглые светильники Downlight
АСТЗ ДВО23-10-001 DLM 2 840|Y|Торговое освещение|Даунлайты (Downlight)|Круглые светильники Downlight
АСТЗ ДВО23-13-001 DLM 2 840|Y|Торговое освещение|Даунлайты (Downlight)|Круглые светильники Downlight
АСТЗ ДВО23-16-001 DLM 2 840|Y|Торговое освещение|Даунлайты (Downlight)|Круглые светильники Downlight
АСТЗ ДВО23-20-001 DLM 2 840|Y|Торговое освещение|Даунлайты (Downlight)|Круглые светильники Downlight
Technolux TLPL05 24W|Y|Офисное освещение|Накладные светильники|Аналог ЛПО 1*36
Technolux TLPL06 30W|Y|Офисное освещение|Накладные светильники|Аналог ЛПО 2*36
Technolux TLPL07 23W|Y|Офисное освещение|Накладные светильники|Аналог ЛПО 2*36
Technolux TLPL08 45W|Y|Офисное освещение|Накладные светильники|Аналог ЛПО 2*36
